Midnight Cowboy_1,https://www.dailyscript.com/scripts/midnightcowboy.html
Mr. Smith Goes to Washington_0,https://www.dailyscript.com/scripts/MrSmithGoesToWashington.txt
Annie Hall_0,https://www.dailyscript.com/scripts/Annie%20Hall.txt
Annie Hall_1,http://www.aellea.com/script/anniehall.txt
Annie Hall_2,https://web.archive.org/web/20160221233643/http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Annie_Hall.pdf
Fargo_0,https://www.dailyscript.com/scripts/fargo.html
Fargo_1,https://www.dailyscript.com/scripts/Fargo.txt
Fargo_2,https://web.archive.org/web/20131219023653/http://www.youknow-forkids.com/fargo.txt
Giant_0,https://www.dailyscript.com/scripts/giant.pdf
The Grapes of Wrath_0,"https://www.dailyscript.com/scripts/Grapes%20Of%20Wrath,%20The.txt"
The Grapes of Wrath_1,https://www.dailyscript.com/scripts/grapes_of_wrath.html
The Green Mile_0,http://www.horrorlair.com/scripts/The_Green_Mile.txt
Close Encounters of the Third Kind_0,https://web.archive.org/web/20160221233643/http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Close_Encounters_of_the_Third_Kind.pdf
Nashville_0,https://www.dailyscript.com/scripts/nashville.html
Network_0,http://sfy.ru/sfy.html?script=network
The Graduate_0,http://www.awesomefilm.com/script/graduate.txt
The Graduate_1,"https://www.dailyscript.com/scripts/Graduate,+The.txt"
American Graffiti_0,https://www.dailyscript.com/scripts/American%20Graffiti.txt
American Graffiti_1,http://web.archive.org/web/20040610183648/http://www.melsdrive-in.com/script.html
Pulp Fiction_0,https://www.dailyscript.com/scripts/pulp_fiction.html
Pulp Fiction_1,https://web.archive.org/web/20160221233643/http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Pulp_Fiction.pdf
Terms of Endearment_0,https://web.archive.org/web/20160221233643/http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Terms_of_Endearment.pdf
Good Will Hunting_0,http://www.moviescriptsandscreenplays.com/BenandMatt/goodwillhunting.txt
Good Will Hunting_1,https://web.archive.org/web/20160221233643/http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Good_Will_Hunting.pdf
The African Queen_0,"https://www.dailyscript.com/scripts/African%20Queen,%20The%20(1951).txt"
Stagecoach_0,https://www.dailyscript.com/scripts/Stagecoach%20(1939).txt
Double Indemnity_0,https://www.dailyscript.com/scripts/Double%20Indemnity.txt
The Maltese Falcon_0,https://www.dailyscript.com/scripts/Maltese_Falcon.pdf
The Maltese Falcon_1,https://web.archive.org/web/20160221233643/http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Maltese_Falcon.pdf
Taxi Driver_0,https://www.dailyscript.com/scripts/taxidriver.html
Taxi Driver_1,https://www.dailyscript.com/scripts/Taxi%20Driver.txt
Rear Window_0,https://www.dailyscript.com/scripts/rearwindow.pdf
Rear Window_1,https://www.dailyscript.com/scripts/Rear+Window.txt
The Third Man_0,https://www.dailyscript.com/scripts/the_third_man.html
North by Northwest_0,https://web.archive.org/web/20160221233643/http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-North_by_Northwest.pdf
